Format Version,1.24,Take Name,Take 2025-02-16 04.33.44 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-02-16 04.33.44.861 PM,Capture Start Frame,240899,Total Frames in Take,3062,Total Exported Frames,3062,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1608,13.400000,0.020941,-0.673297,0.008926,-0.739022,-2521.643066,797.103149,2444.344482,-2605.257324,965.194580,2621.338867,-2506.101807,950.328125,2277.676514,-2538.583252,765.559875,2514.107422,-2483.210693,766.841248,2351.192627,-2475.062988,537.592468,2457.406494,-0.006577,-0.666074,-0.002854,-0.745852,-2594.216797,679.310608,2413.188232,-2557.743652,911.824402,2304.237793,-2638.349854,888.113403,2551.030518,-2598.454346,654.431885,2398.332031,-2636.444580,464.021576,2501.344238,-2540.092041,478.161346,2310.996582,-2558.080078,912.215454,2303.636475,-2638.935791,888.923584,2552.279053,-2596.003174,653.274292,2399.819824,-2636.528564,465.118591,2500.162109,-2540.955078,471.378448,2310.679932,-2604.996094,965.130188,2617.440918,-2508.068115,951.625610,2278.246094,-2535.645264,762.666626,2517.545654,-2481.705566,770.472595,2355.342285,-2476.787842,536.089783,2456.102539,,,,,,,,,,,,,,,,,,,,,,-2502.830566,961.259033,2285.505615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,13.408333,0.021643,-0.670395,0.009001,-0.741634,-2521.312012,796.981384,2442.681641,-2606.470947,965.178894,2618.836426,-2504.624756,950.042419,2275.973877,-2538.763916,765.496155,2512.344238,-2482.124268,766.657959,2349.864990,-2474.576172,537.531921,2456.387451,-0.006803,-0.661511,-0.004293,-0.749892,-2593.281250,679.980835,2410.962158,-2555.893799,912.801208,2302.980713,-2639.463379,888.397156,2548.717773,-2597.292969,655.127991,2396.000488,-2636.199463,464.421570,2498.118652,-2537.556396,479.155609,2308.993164,-2556.207031,912.394348,2301.941650,-2639.755615,888.961243,2549.741455,-2595.360352,653.347046,2397.421387,-2636.429932,465.017792,2497.348633,,,,-2606.184814,965.063232,2615.280518,-2506.875977,951.233276,2276.790283,-2535.710693,762.741699,2515.685547,-2480.052979,770.578003,2354.363037,-2476.382568,536.115540,2455.211426,,,,,,,-2538.105225,470.538391,2310.250732,,,,,,,,,,,,,-2500.541260,961.086182,2284.394775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,13.416667,0.022327,-0.667839,0.008795,-0.743919,-2521.013184,796.828003,2441.197021,-2607.605469,965.027832,2616.649414,-2503.397217,949.798462,2274.501465,-2538.897705,765.366150,2510.760498,-2481.150391,766.495483,2348.671387,-2474.015869,537.452576,2455.400879,-0.006851,-0.658856,-0.003749,-0.752229,-2592.759033,679.576355,2408.583008,-2554.391357,912.290466,2300.716309,-2639.718262,888.126526,2545.872803,-2596.688232,654.717468,2393.609619,-2636.494385,464.114807,2495.574707,-2536.503418,478.631958,2307.141602,-2554.385254,912.574646,2300.216064,-2640.684326,888.969543,2546.962891,-2594.781006,653.687744,2394.996094,-2636.050537,464.923218,2494.291992,-2538.424316,475.819885,2307.529785,-2607.359619,964.945129,2613.228516,-2505.716309,950.670593,2275.199463,-2535.750000,762.977783,2514.102051,-2478.528076,770.598999,2353.525146,-2475.765869,536.199951,2454.250488,,,,,,,-2535.659668,470.070923,2309.084717,,,,,,,,,,,,,-2498.113281,961.224731,2283.525146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,13.425000,0.014024,-0.654460,0.009710,-0.755904,-2518.035645,797.675293,2440.868896,-2608.986328,964.910156,2615.033936,-2492.655273,952.286926,2276.708252,-2538.782471,765.649109,2509.372314,-2475.202881,767.912598,2349.492432,-2474.552002,537.618225,2453.736816,-0.006912,-0.654719,-0.004080,-0.755830,-2591.978027,679.695557,2406.373779,-2552.507324,912.477356,2299.052734,-2640.510742,888.160034,2543.245605,-2595.734375,654.842957,2391.345459,-2636.592773,464.175171,2492.771240,-2534.545166,478.821625,2305.453857,-2552.349609,912.829712,2298.518555,-2641.657471,889.113892,2544.426758,-2594.140381,653.858093,2392.633057,-2636.061523,464.900208,2491.498535,-2536.454590,476.084351,2305.978271,-2608.511230,964.799011,2611.271240,-2495.400635,961.528625,2282.960205,-2535.914307,763.313721,2512.686279,-2476.667480,770.709900,2352.813232,-2475.140381,536.295349,2453.361816,,,,,,,-2533.495117,470.289734,2307.470703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,13.433333,0.011819,-0.649739,0.009068,-0.760011,-2517.116943,797.929749,2440.556641,-2609.964111,964.591431,2614.269775,-2489.420654,953.182800,2277.378662,-2538.774902,765.653076,2508.659180,-2473.191406,768.475647,2349.600098,-2474.234131,537.746338,2452.874756,-0.007056,-0.650706,-0.004273,-0.759285,-2591.072266,679.807434,2404.192871,-2550.472168,912.638794,2297.401855,-2641.056885,888.208740,2540.637939,-2594.668701,654.961670,2389.114258,-2636.594727,464.246918,2490.015137,-2532.569336,478.980469,2303.795654,-2550.218018,913.030457,2296.841309,-2642.299316,889.358215,2541.924805,-2593.398682,653.887024,2390.374268,-2635.892578,464.854462,2488.661621,-2534.620605,476.493958,2304.535645,-2609.407471,964.795776,2609.148682,-2492.861572,961.160889,2282.251953,-2535.956787,763.729797,2511.549561,-2474.810303,770.818542,2352.347656,-2474.599121,536.400269,2452.648926,,,,,,,-2531.588379,470.839111,2305.605957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,13.441667,0.010439,-0.645445,0.008447,-0.763688,-2516.282471,798.155334,2440.024658,-2610.978760,964.375610,2613.161621,-2486.638184,953.863098,2277.624023,-2538.731445,765.695679,2507.783447,-2471.350098,768.935303,2349.485352,-2473.714844,537.907227,2452.068115,-0.007113,-0.646653,-0.004123,-0.762740,-2590.139404,679.996948,2402.118164,-2548.313721,912.799255,2295.737549,-2641.492920,888.434631,2537.998291,-2593.584717,655.150696,2387.005127,-2636.657227,464.464874,2487.476318,-2530.648682,479.134796,2302.373535,-2547.948242,913.338501,2295.160889,-2642.696777,889.697266,2539.126221,-2592.619629,653.902893,2388.214355,-2635.750488,464.937744,2486.048584,-2532.739990,477.008179,2303.259766,-2610.349121,964.780151,2607.105225,-2489.751465,961.409241,2281.674072,-2535.918457,764.214294,2510.441406,-2472.998779,771.050171,2352.079346,-2473.953857,536.511841,2451.888184,,,,,,,-2529.579346,471.343170,2304.035645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,13.450000,0.009042,-0.641858,0.007633,-0.766732,-2515.399658,798.478516,2439.600830,-2611.652100,964.188782,2612.368408,-2484.162354,954.689758,2277.984375,-2538.498779,765.813293,2507.041504,-2469.629150,769.527039,2349.395996,-2473.056396,538.174255,2451.214111,-0.007379,-0.642748,-0.004110,-0.766031,-2589.046143,680.189941,2400.084961,-2546.033203,913.013000,2294.224609,-2641.691895,888.600220,2535.511719,-2592.348145,655.350891,2384.928223,-2636.529053,464.647064,2484.882812,-2528.629639,479.338226,2300.877930,-2545.613770,913.658447,2293.590576,-2642.902344,889.755249,2536.678711,-2591.400391,654.024658,2386.035889,-2635.473145,465.078827,2483.320312,-2530.809082,477.541351,2302.025635,-2611.218018,964.857483,2605.024902,-2486.727539,961.553223,2280.756592,-2535.698486,764.700500,2509.428711,-2471.047852,771.193848,2351.482666,-2473.329834,536.637939,2451.025391,,,,,,,-2527.222412,471.486816,2302.816406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,13.458333,0.007656,-0.638543,0.007143,-0.769515,-2514.490723,798.789368,2439.109863,-2612.085938,964.114014,2611.492920,-2481.710938,955.415039,2278.201660,-2538.203369,765.960449,2506.257324,-2467.966064,770.043152,2349.225342,-2472.487061,538.414673,2450.371826,-0.007533,-0.638978,-0.003895,-0.769178,-2588.021729,680.459595,2398.140625,-2543.830078,913.250305,2292.695312,-2641.867432,888.909607,2533.033447,-2591.189697,655.621643,2382.953613,-2636.465576,464.950470,2482.479492,-2526.756348,479.565491,2299.541504,-2543.446777,914.009277,2292.115234,-2642.855225,890.010925,2533.963623,-2590.408203,654.425293,2383.745361,-2635.260498,465.251648,2480.747070,-2528.799072,478.010925,2300.819336,-2611.956787,965.039490,2602.743896,-2483.528809,962.019592,2279.607910,-2535.751465,765.132446,2508.389648,-2469.333496,771.223145,2350.971191,-2472.773193,536.751892,2450.164551,,,,,,,-2524.911621,471.687805,2301.597412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,13.466667,0.010419,-0.631871,0.011506,-0.774918,-2513.135254,798.164124,2435.892090,-2613.166016,965.465332,2604.939697,-2477.111816,953.098755,2274.042725,-2538.099609,766.068481,2502.940430,-2465.162598,768.396973,2347.107910,-2472.136475,537.791504,2450.429199,-0.007773,-0.634493,-0.003579,-0.772881,-2586.762695,680.740051,2396.089111,-2541.141113,913.484924,2291.152832,-2641.987549,889.246094,2530.336182,-2589.776123,655.903992,2380.867432,-2636.375488,465.279266,2479.870117,-2524.533691,479.785492,2298.219238,-2540.828125,914.118958,2290.748535,-2642.756592,890.031189,2530.867188,-2588.957764,654.666382,2381.502930,-2635.016846,465.439087,2478.148682,-2526.633057,478.657593,2299.398193,-2612.825439,965.298035,2600.625244,,,,-2536.029541,765.367859,2507.061768,-2467.642090,771.211853,2350.312988,-2472.253418,536.903625,2449.301025,,,,,,,-2522.471924,472.700043,2298.945068,,,,,,,,,,,,,-2481.079590,962.028687,2278.660645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,13.475000,0.010487,-0.627893,0.011562,-0.778143,-2512.426514,798.318359,2434.817139,-2614.209717,965.637634,2602.797852,-2474.771240,953.226379,2273.314209,-2538.071289,766.232178,2501.612549,-2463.542480,768.541016,2346.534912,-2471.538818,537.955017,2449.825439,-0.007566,-0.629231,-0.004731,-0.777167,-2584.782471,681.102295,2393.674805,-2538.189941,914.052490,2289.624512,-2642.230225,889.350403,2527.388184,-2587.540283,656.277588,2378.386230,-2635.111572,465.452240,2476.536865,-2520.839844,480.378082,2296.438965,-2537.983154,914.078125,2289.148926,-2642.520752,890.088013,2527.989258,-2587.540283,654.865784,2379.336670,-2634.798096,465.667267,2475.821289,,,,-2613.777588,965.418640,2598.397949,,,,-2536.252197,765.425232,2505.618164,-2465.718506,771.073303,2349.294189,-2471.597412,537.022339,2448.390869,,,,,,,-2519.704102,472.459991,2296.951660,,,,,,,,,,,,,-2478.953613,962.649597,2278.395508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,13.483333,0.010375,-0.623224,0.011834,-0.781885,-2511.630615,798.332764,2433.361572,-2615.354004,965.723572,2600.079102,-2471.985352,953.194641,2272.291260,-2538.085449,766.269470,2499.851318,-2461.704346,768.519531,2345.677002,-2471.024170,537.956970,2448.908691,-0.007115,-0.624301,-0.004327,-0.781139,-2583.290283,681.153992,2391.757568,-2535.342285,913.969055,2288.020752,-2642.388916,889.575134,2524.478516,-2585.859131,656.311157,2376.465576,-2634.703369,465.613831,2474.238770,-2518.158447,480.300415,2295.583984,-2535.129150,914.068359,2287.458740,-2642.716309,890.167908,2525.273682,-2586.058105,655.063477,2377.170410,-2634.586914,465.763550,2473.887939,,,,-2614.948242,965.589722,2596.165771,,,,-2536.217041,765.452332,2503.973633,-2463.871826,770.940063,2348.402832,-2471.055908,537.069580,2447.511963,,,,,,,-2517.343506,472.465240,2295.949951,,,,,,,,,,,,,-2476.691162,963.077087,2278.001709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,13.491667,0.009960,-0.619770,0.011593,-0.784635,-2511.051270,798.500183,2432.449463,-2616.242920,965.737915,2598.398926,-2469.984863,953.510254,2271.878662,-2538.092285,766.375732,2498.673340,-2460.352295,768.767456,2345.181641,-2470.583984,538.109863,2448.114502,-0.005439,-0.617739,-0.003839,-0.786355,-2581.792480,681.331116,2389.706543,-2532.382568,913.867615,2286.031250,-2643.351562,890.108276,2520.738525,-2584.075684,656.435730,2374.454834,-2634.330811,465.996429,2472.015381,-2514.822754,480.246948,2295.293213,-2532.324951,914.008301,2285.914795,-2643.435059,891.392822,2521.006348,-2584.402832,655.135498,2375.103271,-2634.135986,465.560028,2471.546387,,,,-2615.812744,965.651062,2593.935791,,,,-2536.260986,765.366821,2502.502197,-2462.194824,770.878845,2347.402832,-2470.673340,537.253296,2446.603027,,,,,,,-2515.279053,472.380951,2295.337402,,,,,,,,,,,,,-2474.053467,963.180847,2276.899902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,13.500000,0.010219,-0.616201,0.011526,-0.787438,-2510.315674,798.537476,2431.134277,-2617.101807,965.773315,2596.064209,-2467.881836,953.515137,2270.887939,-2537.938232,766.420715,2497.121582,-2458.810791,768.803162,2344.340088,-2469.845703,538.175476,2447.257080,-0.005117,-0.612466,-0.003651,-0.790472,-2580.418945,681.374939,2387.581787,-2529.627686,913.835205,2284.404053,-2643.727295,890.248352,2517.623291,-2582.497314,656.468262,2372.319336,-2634.051758,466.100555,2469.340332,-2512.189941,480.221985,2294.222412,-2529.719238,914.067566,2284.633301,-2643.272949,892.209595,2516.802246,-2583.002930,655.299927,2373.209961,-2633.860107,465.592194,2468.930420,,,,-2616.665527,965.757629,2591.750732,,,,-2536.128906,765.314331,2500.997559,-2460.583496,770.736023,2346.453369,-2469.918701,537.394531,2445.753662,,,,,,,-2513.168945,472.011505,2294.946289,,,,,,,,,,,,,-2471.821777,963.155151,2275.677002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,13.508333,0.010393,-0.612834,0.011340,-0.790062,-2509.539307,798.432434,2429.812256,-2617.834473,965.611206,2593.813477,-2465.839111,953.426392,2269.922363,-2537.703369,766.302490,2495.563721,-2457.277344,768.725098,2343.462646,-2469.042969,538.097290,2446.298096,-0.006260,-0.608838,-0.003454,-0.793263,-2579.085693,681.489319,2385.559082,-2526.943359,914.019226,2283.215576,-2643.212402,890.272339,2515.344482,-2581.068359,656.610107,2370.239014,-2633.843506,466.183594,2466.485352,-2510.360596,480.360931,2292.511230,-2527.175049,914.093872,2283.627930,-2642.500488,891.978821,2514.297363,-2581.302246,655.285889,2371.361816,-2633.709717,466.044586,2465.905762,,,,-2617.390381,965.684265,2589.559326,,,,-2535.875488,765.079285,2499.427979,-2459.091797,770.686462,2345.590576,-2469.097412,537.392944,2444.939209,,,,,,,-2511.379395,472.166656,2293.368896,,,,,,,,,,,,,-2469.551270,962.786011,2274.505127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,13.516667,0.010553,-0.609561,0.011587,-0.792584,-2508.876953,798.447571,2428.556152,-2618.511963,965.728271,2591.560059,-2463.846191,953.346130,2268.943359,-2537.585449,766.357483,2494.091553,-2455.905273,768.686890,2342.658691,-2468.536621,538.119324,2445.526855,-0.007263,-0.605721,-0.003423,-0.795636,-2577.542480,681.489075,2383.634521,-2524.294434,914.106812,2282.062988,-2642.408203,890.156921,2513.237793,-2579.437988,656.636108,2368.260742,-2633.216064,466.131927,2463.795654,-2508.356445,480.412964,2290.815674,-2524.734375,914.013977,2282.641113,-2641.736084,891.848450,2512.107666,-2579.701416,655.250000,2369.676758,-2632.996582,466.069366,2462.994873,,,,-2618.040039,965.837769,2587.244385,,,,-2535.732422,764.903320,2497.839111,-2457.713135,770.727966,2344.706055,-2468.623291,537.480347,2444.242188,,,,,,,-2509.398926,472.477692,2291.578125,,,,,,,,,,,,,-2467.283691,962.692322,2273.428467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,13.525000,0.010979,-0.606349,0.011622,-0.795038,-2508.353271,798.376282,2427.350098,-2619.398926,965.712524,2589.339111,-2462.125244,953.183533,2267.990967,-2537.571289,766.317688,2492.675049,-2454.672119,768.583496,2341.905029,-2467.999023,538.084534,2444.839355,-0.007610,-0.602817,-0.003265,-0.797836,-2576.286377,681.450195,2381.947998,-2522.130371,914.063965,2280.848633,-2641.941895,890.120605,2511.148682,-2578.088135,656.604004,2366.552002,-2632.698975,466.106140,2461.625977,-2506.572754,480.355682,2289.564697,-2522.631348,913.967346,2281.419434,-2641.268066,891.720154,2510.053223,-2578.271484,655.231323,2368.141357,-2632.487549,466.017792,2460.673096,,,,-2618.872314,965.798218,2584.847412,,,,-2535.659668,764.832275,2496.456299,-2456.609375,770.636658,2344.104980,-2468.082275,537.514160,2443.541016,,,,,,,-2507.504150,472.725006,2289.708984,,,,,,,,,,,,,-2465.238770,962.674133,2272.703369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,13.533333,0.011562,-0.602987,0.011736,-0.797581,-2507.732422,798.206177,2425.932129,-2620.247314,965.644226,2586.798096,-2460.266113,952.871155,2266.799316,-2537.478271,766.198975,2491.043701,-2453.314209,768.356384,2340.974854,-2467.356201,537.960388,2444.044434,-0.008026,-0.600131,-0.003013,-0.799856,-2575.094482,681.443420,2380.326172,-2520.038574,914.039734,2279.673828,-2641.416260,890.132507,2509.156006,-2576.816650,656.604187,2364.910156,-2632.246826,466.126251,2459.548828,-2504.954346,480.313751,2288.343018,-2520.614258,913.913147,2280.197510,-2640.760742,891.705994,2508.159180,-2576.730957,655.136597,2366.601562,-2632.125732,466.106506,2458.556885,,,,-2619.637207,965.684814,2582.344482,,,,-2535.636963,764.667358,2494.916992,-2455.543213,770.649170,2343.492676,-2467.418457,537.469360,2442.767334,,,,,,,-2505.841309,472.968201,2288.076416,,,,,,,,,,,,,-2463.180908,962.638306,2271.853271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,13.541667,0.011620,-0.599899,0.011279,-0.799912,-2507.207275,798.156311,2424.869629,-2621.116699,965.419128,2584.934570,-2458.656250,952.935547,2266.175537,-2537.425537,766.092896,2489.735596,-2452.106689,768.394470,2340.322021,-2466.730957,537.939941,2443.179688,-0.008295,-0.597171,-0.002690,-0.802067,-2573.956055,681.502808,2378.704834,-2517.949463,914.051758,2278.468018,-2641.039551,890.248657,2507.047119,-2575.586670,656.665527,2363.275635,-2631.885254,466.235474,2457.496826,-2503.319824,480.312164,2287.236328,-2518.614746,913.899597,2278.967041,-2640.381836,891.808044,2506.104736,-2575.276611,655.072876,2365.192383,-2631.827148,466.257446,2456.363525,,,,-2620.449463,965.502808,2579.874023,,,,-2535.641113,764.665771,2493.481689,-2454.380127,770.683777,2342.825195,-2466.790039,537.457642,2441.943604,,,,,,,-2504.287842,473.112305,2286.543701,,,,,,,,,,,,,-2461.146973,962.577148,2270.762939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,13.550000,0.011897,-0.596286,0.011506,-0.802601,-2506.503906,798.140930,2423.519287,-2621.868408,965.507629,2582.429443,-2456.542969,952.809631,2265.155518,-2537.301514,766.121460,2488.134033,-2450.641113,768.323608,2339.493164,-2466.165527,537.942749,2442.383789,-0.008270,-0.594416,-0.002084,-0.804113,-2572.687744,681.423645,2377.166016,-2515.762451,913.837891,2277.134766,-2640.439941,890.336975,2504.883057,-2574.237061,656.575867,2361.745361,-2631.371094,466.276093,2455.726807,-2501.627441,480.090973,2286.340332,-2516.713623,913.722534,2277.768311,-2639.764648,891.695618,2503.927490,-2573.778809,654.981812,2363.774658,-2631.398682,466.329895,2454.167725,,,,-2621.152100,965.561890,2577.468262,,,,-2535.563721,764.707336,2491.767334,-2453.071777,770.678589,2342.157959,-2466.215088,537.504028,2441.157471,,,,,,,-2502.505371,472.927002,2285.267334,,,,,,,,,,,,,-2459.238037,962.449951,2269.566895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,13.558333,0.012131,-0.593146,0.011950,-0.804915,-2505.659424,798.145996,2422.081543,-2622.208984,965.694336,2579.931641,-2454.416016,952.653137,2263.969971,-2536.970459,766.195618,2486.483398,-2449.151855,768.234131,2338.521729,-2465.550049,537.953247,2441.500244,-0.007766,-0.591311,-0.001698,-0.806404,-2571.330322,681.327820,2375.543457,-2513.614746,913.607849,2275.653076,-2640.046875,890.411682,2502.463867,-2572.763184,656.460205,2360.143311,-2630.637207,466.286774,2453.927734,-2499.589844,479.872040,2285.528809,-2514.848877,913.510986,2276.287598,-2639.375244,891.697693,2501.560059,-2572.063721,654.868652,2362.417969,-2630.839355,466.299072,2451.864258,,,,-2621.385254,965.815063,2574.686035,,,,-2535.386719,764.814575,2490.188965,-2451.735596,770.742065,2341.309082,-2465.556396,537.484131,2440.254150,,,,,,,-2500.816650,472.758728,2284.078613,,,,,,,,,,,,,-2457.437500,962.356323,2268.355957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,13.566667,0.012405,-0.590154,0.011909,-0.807108,-2504.751221,798.210876,2420.592773,-2622.553467,965.763428,2577.505859,-2452.417236,952.679749,2262.801514,-2536.522217,766.270630,2484.774170,-2447.610352,768.294006,2337.466309,-2464.653076,538.046814,2440.415527,-0.007802,-0.588732,-0.001786,-0.808288,-2570.371338,681.381226,2373.733398,-2512.031250,913.678345,2274.246582,-2639.908691,890.443542,2500.241455,-2571.704346,656.515747,2358.321289,-2630.166016,466.326019,2451.707031,-2498.046631,479.941956,2284.151123,-2513.125488,913.354004,2274.619385,-2639.317627,891.979309,2499.567383,-2570.543213,654.854248,2360.914795,-2630.436523,466.333984,2449.805908,,,,-2621.595947,965.965698,2572.194580,,,,-2535.170654,764.945496,2488.572998,-2450.240967,770.787598,2340.314697,-2464.581299,537.533630,2439.097412,,,,,,,-2499.180664,472.588257,2282.873535,,,,,,,,,,,,,-2455.558838,962.198486,2267.241943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,13.575000,0.012803,-0.587168,0.012374,-0.809269,-2503.894531,798.319458,2419.192383,-2622.823730,966.079285,2575.030273,-2450.373779,952.589722,2261.604736,-2536.142822,766.461548,2483.176270,-2446.147461,768.293640,2336.525391,-2463.985107,538.173584,2439.624268,-0.007686,-0.586193,-0.001587,-0.810134,-2569.324463,681.373291,2371.897705,-2510.307373,913.613159,2272.677002,-2639.605713,890.507324,2497.875000,-2570.566650,656.501282,2356.488281,-2629.657227,466.366241,2449.589111,-2496.485596,479.877960,2282.859375,-2511.464600,913.204773,2272.929688,-2639.086914,892.000977,2497.382080,-2568.778320,654.791443,2359.219238,-2630.129150,466.464905,2447.716064,,,,-2621.769287,966.275391,2569.933105,,,,-2534.870605,764.936340,2487.016113,-2448.558838,770.799194,2339.068359,-2463.902100,537.624512,2438.355713,,,,,,,-2497.309082,472.378815,2281.840820,,,,,,,,,,,,,-2453.714844,962.073059,2266.105713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,13.583333,0.012974,-0.583158,0.012822,-0.812154,-2502.751709,798.356567,2417.789307,-2623.156250,966.286865,2572.305176,-2447.621338,952.477478,2260.611084,-2535.642334,766.562927,2481.477539,-2444.200684,768.242188,2335.722168,-2463.138672,538.213928,2438.829590,-0.007193,-0.583299,-0.001156,-0.812225,-2568.411865,681.399597,2370.083496,-2508.647217,913.497559,2270.978271,-2639.553467,890.712585,2495.278320,-2569.548340,656.507385,2354.698730,-2629.335205,466.506012,2447.627686,-2494.975098,479.773956,2281.834961,-2509.870850,913.109558,2271.109863,-2639.153809,892.086060,2495.005371,-2567.180420,654.721924,2357.280762,-2629.956055,466.592651,2446.048340,,,,-2622.140625,966.456238,2567.989014,,,,-2534.543457,765.016846,2485.510498,-2446.712402,770.766846,2338.379150,-2462.985596,537.654053,2437.469482,,,,,,,-2495.449707,472.236542,2280.858398,,,,,,,,,,,,,-2451.829590,961.963684,2265.034180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
